,NAME,PRICE,RATINGS,LINK
537,ASUS VivoBook Ultra Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) KM413UA-EB501TS Thin a...,"₹58,990",4.4,/asus-vivobook-ultra-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-10-home-km413ua-eb501ts-thin-light-laptop/p/itm3ae369c7996f1?pid=COMGFG9VZFFZCFRM&lid=LSTCOMGFG9VZFFZCFRMD0FHNX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_538&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMGFG9VZFFZCFRM.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
538,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) INSPIRON 5518 Thin a...,"₹70,890",4.3,/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-2-graphics-5518-thin-light-laptop/p/itmca3e6d0bf1cb3?pid=COMGAD2BCBZHV3XG&lid=LSTCOMGAD2BCBZHV3XGCVHHOC&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_539&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMGAD2BCBZHV3XG.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
539,ASUS Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) K413EA-EB522WS Thin and Light Laptop,"₹62,990",None,/asus-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-k413ea-eb522ws-thin-light-laptop/p/itm4048fee4ee711?pid=COMGCXD7N6KYYH2K&lid=LSTCOMGCXD7N6KYYH2KJRJMZH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_540&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMGCXD7N6KYYH2K.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
540,ASUS VivoBook Ultra 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X413EA-EB513TS Thin and Li...,"₹59,990",4.5,/asus-vivobook-ultra-14-core-i5-11th-gen-8-gb-512-gb-ssd-windows-10-home-x413ea-eb513ts-thin-light-laptop/p/itm6c68695ec1146?pid=COMFWXWWUJTURW6G&lid=LSTCOMFWXWWUJTURW6GFANI2T&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_541&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMFWXWWUJTURW6G.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
541,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"₹40,790",None,/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm25aac0eab02b6?pid=COMG9NYDCJB3MGFK&lid=LSTCOMG9NYDCJB3MGFKEAI5PO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_542&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMG9NYDCJB3MGFK.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
542,Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/1 TB SSD/Windows 11 Home) Yoga 6 Thin and Light Laptop,"₹79,098",None,/lenovo-yoga-6-ryzen-5-hexa-core-5500u-16-gb-1-tb-ssd-windows-11-home-thin-light-laptop/p/itm901a7befd7050?pid=COMGAQMGTCQW2MB3&lid=LSTCOMGAQMGTCQW2MB3JFP41M&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_543&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMGAQMGTCQW2MB3.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
543,Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop,"₹38,990",4.3,/lenovo-core-i3-11th-gen-4-gb-256-gb-ssd-windows-10-home-v15-itl-g2-thin-light-laptop/p/itm2ade9bee0cf74?pid=COMG6VRP72S2JASD&lid=LSTCOMG6VRP72S2JASDEEGRHK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_544&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMG6VRP72S2JASD.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
544,Lenovo Legion 5 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForc...,"₹74,999",4.6,/lenovo-legion-5-ryzen-hexa-core-5600h-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-15ach6-gaming-laptop/p/itmc677588cf2f85?pid=COMG6AKV6WTHSKG9&lid=LSTCOMG6AKV6WTHSKG9UBJOKE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_545&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMG6AKV6WTHSKG9.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
545,lenovo Yoga 7 Core i7 11th Gen Intel EVO - (16 GB/512 GB SSD/Windows 10 Home) 14ITL5 2 in 1 Laptop,"₹95,990",4.6,/lenovo-yoga-7-core-i7-11th-gen-intel-evo-16-gb-512-gb-ssd-windows-10-home-14itl5-2-1-laptop/p/itm707ded706da81?pid=COMFXV7SFNVVRZEF&lid=LSTCOMFXV7SFNVVRZEFO9E50F&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_546&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMFXV7SFNVVRZEF.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
546,acer Celeron Dual Core - (4 GB/256 GB SSD/Windows 11 Home) TMB311-31 Notebook,"₹23,990",None,/acer-celeron-dual-core-4-gb-256-gb-ssd-windows-11-home-tmb311-31-notebook/p/itmbefaffe20d994?pid=COMGDQHGUHNRQFVV&lid=LSTCOMGDQHGUHNRQFVVGTUGNR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_547&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMGDQHGUHNRQFVV.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
547,ASUS Vivobook Pro 15 OLED Ryzen 7 Octa Core AMD Ryzen™ 7 5800H 5th Gen - (16 GB/1 TB SSD/Windows 10 Ho...,"₹92,990",None,/asus-vivobook-pro-15-oled-ryzen-7-octa-core-amd-ryzen-5800h-5th-gen-16-gb-1-tb-ssd-windows-10-home-4-gb-graphics-m3500qc-l1262ts-laptop/p/itm55a3d4c9938c0?pid=COMG9VQJGATFFFVP&lid=LSTCOMG9VQJGATFFFVP7QKCOX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_548&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMG9VQJGATFFFVP.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
548,DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) Inspiron 5518 Thin and Light Lapto...,"₹70,590",3.8,/dell-inspiron-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-5518-thin-light-laptop/p/itm22f0e3dac0cab?pid=COMG9NYDUGF7SGWN&lid=LSTCOMG9NYDUGF7SGWNJNH1WY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_549&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMG9NYDUGF7SGWN.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
549,acer Swift 5 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) SF514-52T -59JY Thin and Light Laptop,"₹64,990",3.8,/acer-swift-5-core-i5-8th-gen-8-gb-512-gb-ssd-windows-10-home-sf514-52t-59jy-thin-light-laptop/p/itmfhkkhc46wv6cf?pid=COMFHKKHKPRRG3ZZ&lid=LSTCOMFHKKHKPRRG3ZZGP8NIR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_550&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMFHKKHKPRRG3ZZ.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
550,ALIENWARE Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce GTX 1660 T...,"₹1,99,990",4.9,/alienware-core-i7-10th-gen-16-gb-512-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-gtx-1660-ti-m15r3-gaming-laptop/p/itme9ee3d237303f?pid=COMFTC4YQF7KE9QU&lid=LSTCOMFTC4YQF7KE9QUVGAMXK&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_551&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMFTC4YQF7KE9QU.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
551,HP Spectre x360 Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Pro) 13-aw0188TU 2 in 1 Laptop,"₹1,79,990",4.2,/hp-spectre-x360-core-i7-10th-gen-16-gb-1-tb-ssd-windows-10-pro-13-aw0188tu-2-1-laptop/p/itm16149a26c108a?pid=COMFQN65SJBZFYFK&lid=LSTCOMFQN65SJBZFYFKG9RNK6&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_23_552&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=70cf3d12-7210-43be-aa56-12f595624a0a.COMFQN65SJBZFYFK.SEARCH&ppt=None&ppn=None&ssid=sj1nv5kt4g0000001656247843959&qH=312f91285e048e09
552,DELL Core i5 5th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 7548 Laptop,"₹68,090",1.6,/dell-core-i5-5th-gen-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-7548-laptop/p/itmf3s3f7hehve6d?pid=COMENRHXTUNUYCNF&lid=LSTCOMENRHXTUNUYCNFKNO2HH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_553&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMENRHXTUNUYCNF.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
553,ASUS ZenBook Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) UX325EA-KG512WS Thin and Light Lapt...,"₹79,990",None,/asus-zenbook-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-ux325ea-kg512ws-thin-light-laptop/p/itm0583a4ea47148?pid=COMGBHPF2YGHQZHG&lid=LSTCOMGBHPF2YGHQZHGZWDIOG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_554&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMGBHPF2YGHQZHG.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
554,ASUS ROG Flow Z13 (2022) Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/NA/120 Hz) GZ301ZA-LD049...,"₹1,36,990",None,/asus-rog-flow-z13-2022-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-na-120-hz-gz301za-ld049ws-gaming-laptop/p/itm8c19b4ac71842?pid=COMGFYQZCGFWTUG9&lid=LSTCOMGFYQZCGFWTUG9HDFDRQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_555&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMGFYQZCGFWTUG9.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
555,HP Pavilion Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-dy1049TU Thin and Light Laptop,"₹75,190",None,/hp-pavilion-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-14-dy1049tu-thin-light-laptop/p/itmd5ad193715dbf?pid=COMGE2GFDTKHRTY8&lid=LSTCOMGE2GFDTKHRTY8WOHSQS&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_556&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMGE2GFDTKHRTY8.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
556,Lenovo Legion Y540 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,"₹64,390",4.4,/lenovo-legion-y540-core-i5-9th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-60-hz-y540-15irh-pg0-gaming-laptop/p/itm8a774a92e9b76?pid=COMFXZZMWZGM4MPJ&lid=LSTCOMFXZZMWZGM4MPJSWHXIX&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_557&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMFXZZMWZGM4MPJ.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
557,acer Predator Helios 300 Core i5 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/6 GB Graphics/N...,"₹94,990",4.6,/acer-predator-helios-300-core-i5-10th-gen-16-gb-1-tb-hdd-256-gb-ssd-windows-10-home-6-graphics-nvidia-geforce-rtx-2060-144-hz-ph315-53-594s-gaming-laptop/p/itm1177bd5c61db9?pid=COMFR6AAGPGGUHEH&lid=LSTCOMFR6AAGPGGUHEH8YEJJQ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_558&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMFR6AAGPGGUHEH.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
558,HP Pavilion Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 11 Home) 14-ec0036AU Thin and Light Laptop,"₹56,990",4.7,/hp-pavilion-ryzen-5-hexa-core-8-gb-512-gb-ssd-windows-11-home-14-ec0036au-thin-light-laptop/p/itmc2651c5ef2b0f?pid=COMG87FPU3FG9GMZ&lid=LSTCOMG87FPU3FG9GMZLXC0XT&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_559&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMG87FPU3FG9GMZ.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
559,ASUS VivoBook Ultra 14 Core i3 10th Gen - (4 GB/512 GB SSD/Windows 10 Home) X413JA-EK261T||X413JA-EB30...,"₹41,490",4.4,/asus-vivobook-ultra-14-core-i3-10th-gen-4-gb-512-gb-ssd-windows-10-home-x413ja-ek261t-x413ja-eb301t-thin-light-laptop/p/itm83d873e5d9f0e?pid=COMFTWZDH2MFZRHG&lid=LSTCOMFTWZDH2MFZRHG0U4XFG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_560&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMFTWZDH2MFZRHG.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
560,MSI GF63 Thin Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650 ...,"₹53,990",4.1,/msi-gf63-thin-core-i5-10th-gen-8-gb-1-tb-hdd-windows-10-home-4-gb-graphics-nvidia-geforce-gtx-1650-max-q-60-hz-10scxr-1618in-10sc-612in-gaming-laptop/p/itmdc23cc9b4522d?pid=COMG2K9ZJWWV2BGX&lid=LSTCOMG2K9ZJWWV2BGXWOTFYE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_561&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMG2K9ZJWWV2BGX.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
561,Nokia PureBook S14 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) NKi511TL165S Thin and Light L...,"₹49,990",3.9,/nokia-purebook-s14-core-i5-11th-gen-16-gb-512-gb-ssd-windows-11-home-nki511tl165s-thin-light-laptop/p/itm14b4c07e2299e?pid=COMG3FAWJKFWGWFZ&lid=LSTCOMG3FAWJKFWGWFZWFYJRE&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_562&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMG3FAWJKFWGWFZ.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
562,ASUS Ryzen 5 Dual Core 5th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹61,950",None,/asus-ryzen-5-dual-core-5th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-tuf-a15-fa506ihrb-hn079w-gaming-laptop/p/itm92a046d9b56ea?pid=COMGEWY45BMTDPET&lid=LSTCOMGEWY45BMTDPETXGCVY9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_563&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMGEWY45BMTDPET.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
563,ASUS VivoBook 15 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ501T Thin and Light Lapto...,"₹44,990",4,/asus-vivobook-15-core-i5-10th-gen-8-gb-1-tb-hdd-windows-10-home-x515ja-ej501t-thin-light-laptop/p/itm975f1aabc2fd7?pid=COMFZ53S7KC7UCT6&lid=LSTCOMFZ53S7KC7UCT6PQMDLH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_564&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMFZ53S7KC7UCT6.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
564,HP 15s Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10 Home) 15s-GR0011AU Thin and Light Laptop,"₹39,490",4.1,/hp-15s-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-windows-10-home-15s-gr0011au-thin-light-laptop/p/itma23a328a1f458?pid=COMFZHFWETTEFHVZ&lid=LSTCOMFZHFWETTEFHVZD5L9IH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_565&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMFZHFWETTEFHVZ.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
565,ASUS TUF Dash F15 (2022) Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFo...,"₹91,990",None,/asus-tuf-dash-f15-2022-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-144-hz-fx517zc-hn035ws-gaming-laptop/p/itme5b388b99b91b?pid=COMGFYQZBR2MS4B9&lid=LSTCOMGFYQZBR2MS4B9OQOW5D&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_566&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMGFYQZBR2MS4B9.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
566,MSI GS66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070/165 ...,"₹2,07,290",None,/msi-gs66-core-i7-11th-gen-16-gb-1-tb-ssd-windows-10-home-8-gb-graphics-nvidia-geforce-rtx-3070-165-hz-stealth-11ug-418in-gaming-laptop/p/itmb129fce17b123?pid=COMG4S3GFJRHZNUZ&lid=LSTCOMG4S3GFJRHZNUZTNZKLR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_567&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMG4S3GFJRHZNUZ.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
567,Lenovo E41 APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/DOS) E41-45 Notebook,"₹24,990",3.6,/lenovo-e41-apu-dual-core-a6-a6-9225-4-gb-1-tb-hdd-dos-e41-45-notebook/p/itmae674a5d05fd6?pid=COMG42QMD5YZZWBE&lid=LSTCOMG42QMD5YZZWBE1P8NVV&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_568&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMG42QMD5YZZWBE.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
568,HP HP Envy Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 13-ba1501TX T...,"₹76,999",4.4,/hp-envy-intel-evo-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-2-graphics-13-ba1501tx-thin-light-laptop/p/itm80b4d61752391?pid=COMG5U2BYKGC6KTQ&lid=LSTCOMG5U2BYKGC6KTQURDTLI&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_569&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMG5U2BYKGC6KTQ.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
569,MSI Prestige 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11M-62...,"₹74,990",None,/msi-prestige-14-intel-evo-core-i5-11th-gen-16-gb-512-gb-ssd-windows-10-home-14evo-a11m-624in-thin-light-laptop/p/itmb81d123f71326?pid=COMG5AYMDY4WBVWP&lid=LSTCOMG5AYMDY4WBVWP178BXZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_24_570&otracker=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_3_na_na_na&fm=organic&iid=51830fac-a8c8-4b28-a128-63bc4e6f144c.COMG5AYMDY4WBVWP.SEARCH&ppt=None&ppn=None&ssid=72fr2rv89c0000001656247845013&qH=312f91285e048e09
